sexo,escol,Tam_loc,agg_household_science_cultural_capital,agg_institutional_trust_in_science,agg_perceived_societal_value_of_science_technology,agg_science_technology_interest_engagement,agg_science_technology_self_efficacy
2.0,2.0,3.0,8.92857142857143,6.4,4.375,8.875,5.6800000000000015
2.0,4.0,3.0,9.357142857142856,6.7,2.96875,8.2,2.8000000000000003
2.0,4.0,3.0,8.92857142857143,7.3,4.375,9.1,6.760000000000002
1.0,1.0,3.0,8.5,5.2,3.5312499999999996,6.175,2.4400000000000004
1.0,3.0,3.0,8.92857142857143,5.8,3.2499999999999996,9.1,6.760000000000002
2.0,3.0,3.0,8.5,5.8,3.812499999999999,7.5249999999999995,2.8000000000000003
2.0,4.0,3.0,10.0,7.6,4.375,9.325000000000001,7.120000000000001
1.0,1.0,3.0,8.5,3.7,3.2499999999999996,7.75,4.960000000000001
2.0,3.0,3.0,8.92857142857143,7.6,3.812499999999999,7.3,
2.0,5.0,3.0,9.142857142857144,5.5,6.625,7.75,5.319999999999999
2.0,2.0,3.0,8.714285714285712,7.6,4.9375,6.3999999999999995,3.52
2.0,3.0,3.0,8.92857142857143,7.0,3.5312499999999996,8.425,5.6800000000000015
1.0,4.0,3.0,10.0,5.2,3.2499999999999996,9.775,7.480000000000001
2.0,3.0,3.0,9.142857142857144,5.2,4.09375,8.425,5.6800000000000015
1.0,5.0,3.0,9.785714285714286,7.0,2.96875,10.0,9.280000000000001
2.0,3.0,3.0,8.714285714285712,3.4,3.5312499999999996,7.5249999999999995,2.08
1.0,1.0,3.0,8.5,3.4,3.812499999999999,7.5249999999999995,1.36
1.0,3.0,3.0,9.142857142857144,5.2,3.5312499999999996,8.875,3.16
2.0,1.0,3.0,8.5,1.9,,7.9750000000000005,1.0
1.0,4.0,3.0,9.142857142857144,7.0,3.812499999999999,9.1,4.960000000000001
1.0,3.0,3.0,8.714285714285712,7.3,4.375,7.9750000000000005,3.52
1.0,2.0,3.0,8.5,4.6,5.78125,7.75,2.8000000000000003
2.0,3.0,3.0,8.714285714285712,6.4,4.375,8.425,2.8000000000000003
1.0,4.0,3.0,9.785714285714286,8.2,2.6875,9.325000000000001,5.6800000000000015
2.0,4.0,3.0,9.571428571428571,5.2,3.5312499999999996,8.875,6.4
1.0,4.0,3.0,9.785714285714286,7.6,4.09375,8.875,6.760000000000002
1.0,3.0,3.0,9.571428571428571,4.9,3.5312499999999996,8.425,6.040000000000001
2.0,4.0,3.0,9.571428571428571,5.5,2.96875,9.325000000000001,7.840000000000002
2.0,2.0,3.0,8.92857142857143,5.5,3.5312499999999996,7.9750000000000005,4.6
2.0,1.0,4.0,8.92857142857143,3.7,,2.575,
2.0,1.0,4.0,2.0714285714285716,3.4,,1.0,
1.0,4.0,4.0,9.785714285714286,6.7,4.9375,8.875,8.560000000000002
2.0,1.0,4.0,8.5,4.0,,1.0,
1.0,4.0,4.0,9.142857142857144,7.3,5.21875,,8.920000000000002
1.0,3.0,4.0,9.142857142857144,5.5,5.78125,8.425,8.560000000000002
1.0,4.0,4.0,10.0,7.0,5.21875,8.425,8.200000000000001
2.0,3.0,4.0,8.92857142857143,7.6,5.21875,8.649999999999999,
2.0,3.0,4.0,8.5,6.4,4.9375,8.649999999999999,7.120000000000001
1.0,3.0,4.0,8.714285714285712,6.4,,8.2,4.960000000000001
2.0,2.0,4.0,8.714285714285712,7.0,4.65625,8.649999999999999,5.6800000000000015
2.0,2.0,4.0,8.714285714285712,7.3,6.625,8.649999999999999,5.319999999999999
1.0,3.0,4.0,8.92857142857143,6.1,3.5312499999999996,8.649999999999999,5.319999999999999
2.0,2.0,4.0,8.714285714285712,4.3,7.1875,7.9750000000000005,3.52
1.0,2.0,4.0,8.5,1.9,6.062500000000001,7.75,8.560000000000002
1.0,1.0,4.0,8.5,4.0,,3.9250000000000003,
1.0,4.0,4.0,9.571428571428571,5.8,2.40625,9.325000000000001,7.840000000000002
2.0,1.0,4.0,8.5,4.3,,3.6999999999999997,
2.0,2.0,4.0,8.92857142857143,4.3,,7.3,
2.0,3.0,4.0,9.571428571428571,7.6,4.9375,8.425,8.560000000000002
1.0,4.0,4.0,9.142857142857144,6.1,5.5,8.425,7.840000000000002
2.0,4.0,4.0,9.357142857142856,7.6,5.78125,8.649999999999999,8.560000000000002
1.0,4.0,4.0,9.571428571428571,7.6,5.21875,8.425,8.200000000000001
2.0,3.0,4.0,8.714285714285712,6.7,4.65625,7.9750000000000005,
2.0,1.0,4.0,8.5,4.6,,7.9750000000000005,5.319999999999999
2.0,2.0,4.0,7.214285714285715,6.1,8.59375,7.9750000000000005,
1.0,4.0,4.0,7.214285714285715,7.3,,7.75,
1.0,1.0,4.0,8.5,3.7,4.375,6.625,1.0
2.0,2.0,4.0,8.5,3.7,5.78125,6.175,7.120000000000001
2.0,3.0,4.0,8.5,3.4,7.1875,7.9750000000000005,7.120000000000001
2.0,2.0,1.0,9.142857142857144,6.1,4.375,8.649999999999999,8.560000000000002
1.0,4.0,1.0,8.92857142857143,6.7,4.375,7.75,5.319999999999999
2.0,2.0,1.0,10.0,6.1,3.5312499999999996,7.5249999999999995,4.960000000000001
1.0,1.0,1.0,8.714285714285712,4.9,4.09375,8.425,8.200000000000001
1.0,4.0,1.0,9.785714285714286,6.4,4.9375,7.9750000000000005,6.760000000000002
2.0,4.0,1.0,9.571428571428571,6.4,4.09375,7.75,7.120000000000001
2.0,1.0,1.0,8.5,4.9,4.65625,7.9750000000000005,7.120000000000001
1.0,4.0,1.0,8.92857142857143,6.7,4.375,8.875,8.200000000000001
2.0,3.0,1.0,8.92857142857143,6.7,4.09375,5.95,5.6800000000000015
1.0,2.0,1.0,10.0,6.7,4.09375,7.3,6.4
1.0,3.0,1.0,8.92857142857143,5.8,4.65625,8.649999999999999,7.480000000000001
2.0,3.0,1.0,8.92857142857143,7.3,4.65625,6.3999999999999995,
2.0,1.0,1.0,8.714285714285712,6.4,3.5312499999999996,7.3,3.16
1.0,3.0,1.0,9.785714285714286,6.4,3.5312499999999996,8.875,4.960000000000001
2.0,3.0,1.0,9.142857142857144,4.9,4.09375,7.75,7.120000000000001
1.0,3.0,1.0,8.714285714285712,7.6,4.65625,7.75,7.120000000000001
2.0,1.0,1.0,8.5,6.4,4.09375,7.9750000000000005,3.52
1.0,1.0,1.0,8.5,6.4,4.09375,8.2,4.24
1.0,3.0,1.0,8.714285714285712,5.2,3.812499999999999,8.875,8.200000000000001
2.0,3.0,1.0,8.714285714285712,6.4,4.09375,9.1,8.560000000000002
1.0,4.0,1.0,10.0,6.1,4.09375,9.549999999999999,5.319999999999999
1.0,4.0,1.0,8.92857142857143,7.0,4.09375,8.875,9.280000000000001
2.0,3.0,1.0,9.357142857142856,7.6,4.375,9.549999999999999,4.24
2.0,4.0,1.0,8.92857142857143,7.6,4.375,8.649999999999999,7.480000000000001
1.0,1.0,4.0,8.714285714285712,6.7,4.9375,8.2,7.480000000000001
2.0,3.0,4.0,7.428571428571428,7.3,4.375,7.9750000000000005,6.760000000000002
1.0,2.0,4.0,8.714285714285712,4.0,,7.5249999999999995,1.7200000000000002
2.0,3.0,4.0,8.92857142857143,6.7,3.812499999999999,5.05,1.0
1.0,3.0,4.0,8.714285714285712,7.0,5.5,7.5249999999999995,1.7200000000000002
2.0,3.0,4.0,9.142857142857144,7.3,3.5312499999999996,8.875,7.120000000000001
1.0,4.0,4.0,9.357142857142856,7.3,3.812499999999999,8.875,7.120000000000001
1.0,1.0,4.0,7.857142857142857,6.7,4.65625,7.9750000000000005,6.760000000000002
2.0,1.0,4.0,8.92857142857143,1.9,,6.175,3.52
1.0,4.0,4.0,10.0,6.4,2.96875,9.325000000000001,7.840000000000002
2.0,2.0,4.0,7.428571428571428,1.9,,7.5249999999999995,
2.0,3.0,4.0,8.714285714285712,3.7,5.78125,5.5,3.16
1.0,4.0,1.0,8.714285714285712,7.6,3.5312499999999996,7.75,5.319999999999999
2.0,3.0,1.0,9.357142857142856,7.0,3.5312499999999996,9.775,7.480000000000001
2.0,3.0,1.0,9.357142857142856,7.0,2.96875,9.775,7.480000000000001
2.0,2.0,1.0,8.714285714285712,6.1,,7.5249999999999995,1.0
2.0,3.0,1.0,9.357142857142856,4.0,4.375,7.75,2.8000000000000003
1.0,4.0,1.0,9.357142857142856,4.9,4.65625,9.549999999999999,7.480000000000001
2.0,5.0,1.0,10.0,7.6,3.5312499999999996,9.1,4.960000000000001
2.0,1.0,1.0,8.714285714285712,6.1,7.468750000000001,7.75,1.0
1.0,4.0,1.0,9.571428571428571,7.6,4.09375,9.1,6.4
1.0,4.0,1.0,8.714285714285712,7.6,2.96875,9.1,5.319999999999999
2.0,2.0,1.0,8.5,7.9,3.5312499999999996,8.875,1.0
1.0,3.0,1.0,8.714285714285712,7.6,3.5312499999999996,9.325000000000001,4.960000000000001
1.0,4.0,1.0,9.142857142857144,7.6,3.5312499999999996,8.425,6.040000000000001
2.0,3.0,1.0,1.0,5.5,,7.5249999999999995,
1.0,4.0,1.0,9.357142857142856,7.0,3.812499999999999,9.325000000000001,7.120000000000001
1.0,5.0,1.0,9.357142857142856,6.1,4.9375,9.325000000000001,8.200000000000001
1.0,4.0,1.0,9.785714285714286,6.4,,8.425,7.120000000000001
2.0,5.0,1.0,9.357142857142856,4.9,3.2499999999999996,7.5249999999999995,1.36
2.0,4.0,1.0,9.785714285714286,5.5,4.375,7.75,5.319999999999999
1.0,1.0,1.0,8.714285714285712,5.8,8.875,6.3999999999999995,
2.0,3.0,1.0,9.571428571428571,7.3,4.65625,8.2,4.24
2.0,3.0,1.0,8.714285714285712,5.8,3.5312499999999996,9.325000000000001,4.6
1.0,3.0,1.0,9.142857142857144,10.0,3.2499999999999996,8.875,3.52
2.0,3.0,1.0,8.714285714285712,7.9,2.6875,9.325000000000001,4.960000000000001
2.0,1.0,1.0,8.714285714285712,6.7,4.09375,8.425,5.319999999999999
2.0,4.0,1.0,8.714285714285712,7.0,4.65625,8.875,7.480000000000001
1.0,1.0,1.0,9.142857142857144,6.7,4.09375,8.649999999999999,6.4
1.0,1.0,1.0,8.5,6.4,5.21875,8.2,5.6800000000000015
2.0,2.0,1.0,8.92857142857143,7.3,4.375,7.9750000000000005,3.16
2.0,4.0,1.0,9.142857142857144,7.0,4.65625,8.2,6.4
1.0,1.0,1.0,8.714285714285712,7.6,4.9375,8.2,4.24
1.0,3.0,1.0,8.5,7.3,4.9375,8.875,4.960000000000001
2.0,4.0,1.0,9.142857142857144,7.0,3.812499999999999,7.5249999999999995,6.040000000000001
1.0,1.0,1.0,8.5,7.9,4.65625,5.95,3.8800000000000003
2.0,5.0,1.0,8.92857142857143,6.7,3.2499999999999996,9.549999999999999,7.480000000000001
2.0,4.0,1.0,9.142857142857144,6.7,3.5312499999999996,9.549999999999999,7.480000000000001
1.0,1.0,1.0,8.5,6.1,4.375,8.2,4.6
2.0,3.0,1.0,8.92857142857143,6.4,4.09375,8.649999999999999,6.4
1.0,1.0,1.0,8.5,7.3,4.65625,7.75,3.52
2.0,1.0,1.0,8.5,6.4,4.9375,7.9750000000000005,6.4
2.0,2.0,1.0,8.92857142857143,6.7,4.65625,8.875,6.4
1.0,3.0,1.0,9.142857142857144,7.3,,9.1,8.200000000000001
1.0,4.0,1.0,8.92857142857143,7.0,3.812499999999999,9.1,7.480000000000001
2.0,1.0,1.0,8.5,6.7,6.625,8.2,3.52
2.0,3.0,1.0,8.714285714285712,7.0,5.21875,8.2,4.6
1.0,5.0,1.0,9.785714285714286,6.1,3.5312499999999996,10.0,8.920000000000002
1.0,2.0,1.0,8.92857142857143,6.7,3.2499999999999996,7.9750000000000005,3.8800000000000003
1.0,4.0,1.0,9.571428571428571,7.6,4.09375,8.649999999999999,5.6800000000000015
2.0,2.0,1.0,9.571428571428571,7.9,4.375,8.2,3.8800000000000003
2.0,1.0,1.0,8.92857142857143,3.4,,6.8500000000000005,
2.0,3.0,1.0,9.785714285714286,7.0,4.09375,8.425,5.6800000000000015
1.0,4.0,1.0,9.571428571428571,5.8,4.375,8.2,7.840000000000002
2.0,3.0,1.0,8.92857142857143,6.7,5.21875,8.425,7.480000000000001
2.0,3.0,1.0,9.357142857142856,7.3,3.5312499999999996,8.875,7.480000000000001
2.0,2.0,1.0,8.714285714285712,6.4,4.65625,8.2,5.319999999999999
2.0,2.0,1.0,9.142857142857144,6.1,4.09375,9.1,6.040000000000001
2.0,2.0,1.0,9.142857142857144,3.7,5.21875,9.1,6.040000000000001
2.0,3.0,1.0,8.92857142857143,6.7,3.2499999999999996,8.425,5.319999999999999
2.0,4.0,1.0,10.0,7.3,3.2499999999999996,9.549999999999999,7.840000000000002
1.0,4.0,1.0,10.0,7.0,3.2499999999999996,9.775,7.840000000000002
1.0,2.0,1.0,9.571428571428571,4.0,8.3125,7.075,
2.0,3.0,1.0,8.92857142857143,5.5,,7.075,
1.0,2.0,1.0,8.5,4.0,,6.3999999999999995,
2.0,4.0,1.0,9.785714285714286,7.0,4.65625,8.425,7.480000000000001
1.0,3.0,1.0,9.571428571428571,7.3,4.375,8.425,6.760000000000002
2.0,4.0,1.0,9.571428571428571,7.6,4.375,8.425,6.760000000000002
1.0,3.0,1.0,8.714285714285712,6.7,4.375,8.2,6.760000000000002
1.0,2.0,1.0,9.142857142857144,4.6,5.5,8.2,5.319999999999999
2.0,1.0,1.0,8.5,5.5,4.375,8.425,5.319999999999999
2.0,2.0,1.0,8.5,3.7,3.812499999999999,8.2,3.16
1.0,4.0,1.0,9.785714285714286,7.6,2.96875,9.1,6.760000000000002
1.0,4.0,1.0,9.571428571428571,7.3,3.2499999999999996,8.875,6.4
1.0,4.0,1.0,9.571428571428571,6.1,1.28125,9.549999999999999,7.840000000000002
2.0,3.0,1.0,9.142857142857144,7.3,5.21875,7.5249999999999995,4.6
2.0,3.0,1.0,8.92857142857143,5.8,5.78125,7.5249999999999995,3.8800000000000003
2.0,3.0,1.0,8.714285714285712,7.3,1.8437499999999998,8.875,6.040000000000001
1.0,2.0,1.0,9.142857142857144,7.6,4.65625,5.5,7.840000000000002
1.0,3.0,1.0,9.571428571428571,7.6,4.375,6.8500000000000005,6.4
1.0,2.0,1.0,8.714285714285712,4.6,,6.3999999999999995,
2.0,4.0,1.0,9.785714285714286,6.4,3.5312499999999996,9.775,6.760000000000002
2.0,3.0,1.0,9.142857142857144,7.0,3.2499999999999996,8.425,5.319999999999999
1.0,4.0,1.0,9.785714285714286,6.1,3.5312499999999996,9.1,6.040000000000001
2.0,5.0,1.0,9.785714285714286,6.7,4.09375,8.875,6.040000000000001
1.0,2.0,1.0,9.142857142857144,7.6,3.812499999999999,7.9750000000000005,6.760000000000002
1.0,4.0,1.0,9.785714285714286,6.4,2.96875,9.1,6.760000000000002
1.0,2.0,1.0,8.5,7.0,4.65625,7.5249999999999995,1.0
2.0,4.0,1.0,10.0,4.9,4.375,8.875,5.319999999999999
2.0,5.0,1.0,9.571428571428571,6.7,2.96875,7.9750000000000005,5.6800000000000015
2.0,2.0,1.0,8.92857142857143,6.4,5.21875,7.3,7.120000000000001
2.0,4.0,1.0,9.357142857142856,5.2,5.21875,7.075,7.120000000000001
2.0,2.0,1.0,9.142857142857144,7.3,4.375,7.5249999999999995,6.040000000000001
1.0,3.0,1.0,8.92857142857143,9.1,3.812499999999999,7.9750000000000005,4.24
1.0,3.0,1.0,8.714285714285712,7.3,1.8437499999999998,9.549999999999999,5.6800000000000015
2.0,3.0,1.0,9.357142857142856,6.4,3.5312499999999996,9.325000000000001,7.480000000000001
1.0,2.0,1.0,9.357142857142856,7.6,6.062500000000001,7.3,5.6800000000000015
2.0,3.0,1.0,9.357142857142856,4.9,6.062500000000001,8.2,6.760000000000002
2.0,3.0,3.0,8.714285714285712,6.7,4.375,7.5249999999999995,6.040000000000001
2.0,2.0,3.0,8.92857142857143,6.4,4.65625,9.1,4.960000000000001
2.0,4.0,3.0,9.785714285714286,6.7,3.5312499999999996,8.649999999999999,5.319999999999999
2.0,4.0,3.0,9.785714285714286,6.7,3.2499999999999996,9.549999999999999,7.840000000000002
1.0,4.0,3.0,9.142857142857144,8.5,5.5,9.1,4.6
2.0,4.0,3.0,10.0,7.9,4.09375,8.875,7.480000000000001
2.0,4.0,3.0,9.571428571428571,6.4,2.125,9.1,
2.0,4.0,3.0,10.0,6.4,3.2499999999999996,9.325000000000001,7.120000000000001
2.0,4.0,3.0,9.785714285714286,6.1,3.812499999999999,9.1,6.4
2.0,3.0,3.0,8.92857142857143,6.7,3.5312499999999996,7.9750000000000005,4.960000000000001
2.0,4.0,3.0,9.357142857142856,7.6,2.40625,9.1,4.6
2.0,3.0,3.0,9.785714285714286,7.0,4.375,8.875,6.040000000000001
1.0,5.0,3.0,10.0,7.3,3.2499999999999996,9.549999999999999,8.200000000000001
2.0,1.0,3.0,9.142857142857144,7.6,3.5312499999999996,8.649999999999999,4.6
1.0,4.0,3.0,9.571428571428571,7.3,2.96875,9.549999999999999,6.4
2.0,4.0,3.0,10.0,8.2,2.96875,10.0,8.920000000000002
2.0,3.0,3.0,8.92857142857143,7.6,2.40625,7.75,1.7200000000000002
2.0,4.0,3.0,9.571428571428571,8.2,2.40625,8.875,4.6
2.0,4.0,3.0,9.571428571428571,5.5,2.6875,10.0,6.760000000000002
2.0,4.0,3.0,10.0,6.1,3.812499999999999,9.775,8.920000000000002
2.0,3.0,3.0,9.785714285714286,6.7,2.40625,9.1,6.040000000000001
2.0,3.0,3.0,8.714285714285712,4.3,3.812499999999999,7.75,4.960000000000001
2.0,2.0,3.0,10.0,7.9,2.40625,10.0,8.200000000000001
2.0,3.0,3.0,9.785714285714286,6.1,4.09375,9.1,
2.0,4.0,1.0,9.142857142857144,6.1,5.21875,7.75,6.760000000000002
2.0,4.0,1.0,9.571428571428571,7.3,4.65625,8.875,8.200000000000001
1.0,3.0,1.0,9.785714285714286,6.4,5.21875,8.649999999999999,6.040000000000001
1.0,4.0,1.0,8.92857142857143,6.4,1.8437499999999998,7.9750000000000005,1.0
2.0,3.0,1.0,9.357142857142856,7.0,1.5625,8.425,1.0
1.0,3.0,1.0,8.92857142857143,7.0,1.5625,8.875,1.0
2.0,4.0,1.0,9.785714285714286,7.6,3.2499999999999996,8.649999999999999,6.760000000000002
1.0,3.0,1.0,9.785714285714286,7.0,3.5312499999999996,8.649999999999999,6.040000000000001
2.0,4.0,1.0,9.357142857142856,7.3,2.96875,8.425,7.120000000000001
2.0,4.0,1.0,9.142857142857144,7.3,4.9375,7.75,4.24
2.0,3.0,1.0,8.5,7.3,4.65625,7.75,2.8000000000000003
1.0,4.0,1.0,9.571428571428571,7.6,4.65625,8.425,7.120000000000001
2.0,3.0,1.0,8.714285714285712,4.0,6.625,7.75,4.6
2.0,4.0,1.0,10.0,7.3,4.375,9.1,6.4
1.0,3.0,1.0,9.142857142857144,7.3,5.5,8.2,4.24
1.0,3.0,1.0,9.785714285714286,7.3,2.96875,9.549999999999999,7.480000000000001
2.0,2.0,1.0,8.5,3.4,,7.3,1.0
1.0,3.0,1.0,9.357142857142856,4.0,3.2499999999999996,8.425,4.960000000000001
1.0,3.0,1.0,9.142857142857144,6.7,3.2499999999999996,8.425,5.319999999999999
2.0,4.0,1.0,9.357142857142856,5.2,3.5312499999999996,9.1,7.480000000000001
2.0,3.0,1.0,8.285714285714285,5.2,4.09375,9.1,6.760000000000002
2.0,4.0,1.0,9.571428571428571,4.6,3.5312499999999996,7.9750000000000005,1.7200000000000002
1.0,4.0,1.0,9.785714285714286,8.2,2.40625,6.625,7.120000000000001
1.0,3.0,1.0,9.142857142857144,7.0,2.40625,8.425,5.319999999999999
1.0,5.0,3.0,9.785714285714286,7.0,4.375,8.2,7.120000000000001
1.0,3.0,3.0,8.5,5.8,4.9375,7.75,4.24
1.0,2.0,3.0,8.714285714285712,5.2,8.3125,5.5,
2.0,2.0,3.0,8.714285714285712,6.7,6.062500000000001,7.5249999999999995,2.8000000000000003
1.0,5.0,3.0,9.142857142857144,7.6,4.375,8.649999999999999,7.480000000000001
2.0,3.0,3.0,8.5,4.6,7.468750000000001,7.5249999999999995,7.120000000000001
2.0,3.0,3.0,9.142857142857144,5.2,2.40625,8.649999999999999,4.24
2.0,2.0,3.0,9.357142857142856,5.8,2.125,7.9750000000000005,7.840000000000002
1.0,4.0,3.0,9.142857142857144,7.3,1.8437499999999998,7.3,4.960000000000001
1.0,4.0,3.0,9.785714285714286,6.1,1.0,10.0,9.64
2.0,2.0,3.0,8.92857142857143,6.4,2.40625,7.5249999999999995,2.08
2.0,3.0,3.0,9.357142857142856,7.0,3.2499999999999996,8.2,6.4
2.0,4.0,3.0,9.571428571428571,6.4,3.812499999999999,8.875,7.120000000000001
1.0,3.0,3.0,8.92857142857143,5.5,3.5312499999999996,9.549999999999999,7.480000000000001
2.0,3.0,3.0,9.142857142857144,6.4,4.09375,7.9750000000000005,7.120000000000001
2.0,4.0,3.0,8.92857142857143,6.7,3.2499999999999996,8.649999999999999,7.120000000000001
1.0,1.0,3.0,8.714285714285712,7.0,5.21875,7.5249999999999995,4.960000000000001
2.0,3.0,3.0,8.92857142857143,5.5,6.343749999999999,8.649999999999999,
2.0,3.0,3.0,9.571428571428571,8.2,3.812499999999999,7.9750000000000005,6.4
1.0,3.0,3.0,8.714285714285712,7.3,3.5312499999999996,8.2,6.040000000000001
1.0,3.0,3.0,9.357142857142856,6.7,2.96875,8.2,
2.0,3.0,3.0,8.714285714285712,6.1,3.5312499999999996,7.75,6.4
2.0,2.0,3.0,8.714285714285712,7.3,3.2499999999999996,8.425,
1.0,4.0,3.0,10.0,6.4,1.0,9.775,8.920000000000002
2.0,3.0,4.0,8.714285714285712,6.7,4.65625,8.2,5.6800000000000015
2.0,2.0,4.0,9.571428571428571,6.7,5.21875,8.2,
2.0,1.0,4.0,8.92857142857143,7.3,4.65625,7.9750000000000005,
1.0,3.0,4.0,9.142857142857144,7.0,4.375,7.075,6.040000000000001
1.0,3.0,4.0,8.92857142857143,7.0,3.812499999999999,7.75,6.4
2.0,1.0,4.0,8.5,7.3,5.78125,7.5249999999999995,1.7200000000000002
1.0,3.0,4.0,9.357142857142856,7.3,4.65625,7.9750000000000005,1.36
1.0,4.0,4.0,8.92857142857143,6.7,3.812499999999999,7.9750000000000005,7.120000000000001
2.0,1.0,4.0,8.5,3.7,5.5,7.75,1.0
1.0,1.0,4.0,7.428571428571428,1.9,,6.3999999999999995,1.7200000000000002
2.0,1.0,4.0,8.92857142857143,5.5,,6.8500000000000005,3.8800000000000003
1.0,4.0,4.0,9.357142857142856,4.9,4.9375,8.649999999999999,7.840000000000002
1.0,3.0,2.0,8.714285714285712,7.0,4.375,8.425,
2.0,3.0,2.0,8.92857142857143,7.3,4.65625,8.425,4.24
2.0,2.0,2.0,9.142857142857144,7.3,4.375,8.649999999999999,5.6800000000000015
2.0,1.0,2.0,8.5,7.3,6.90625,4.375,10.0
1.0,4.0,2.0,9.785714285714286,6.7,3.5312499999999996,8.875,8.200000000000001
2.0,3.0,2.0,8.714285714285712,4.0,,7.5249999999999995,1.0
1.0,5.0,2.0,10.0,7.3,3.5312499999999996,7.9750000000000005,6.4
2.0,3.0,2.0,8.92857142857143,6.7,4.9375,7.9750000000000005,6.040000000000001
2.0,4.0,2.0,6.357142857142857,7.0,3.5312499999999996,6.8500000000000005,6.4
1.0,1.0,2.0,8.714285714285712,5.2,6.062500000000001,7.5249999999999995,1.0
2.0,3.0,2.0,8.92857142857143,7.0,,7.75,4.960000000000001
1.0,4.0,2.0,9.142857142857144,7.3,2.96875,9.325000000000001,7.120000000000001
1.0,3.0,2.0,10.0,7.9,3.5312499999999996,9.325000000000001,6.4
2.0,3.0,2.0,8.5,7.9,3.812499999999999,8.649999999999999,4.960000000000001
1.0,4.0,2.0,9.785714285714286,7.6,3.5312499999999996,10.0,6.4
2.0,2.0,2.0,8.5,9.1,3.5312499999999996,8.2,4.24
1.0,2.0,2.0,8.714285714285712,7.6,4.65625,7.5249999999999995,5.319999999999999
2.0,4.0,2.0,9.571428571428571,8.2,3.5312499999999996,9.325000000000001,6.4
2.0,3.0,2.0,8.714285714285712,7.9,3.812499999999999,5.95,8.200000000000001
2.0,2.0,2.0,8.714285714285712,6.1,6.90625,7.75,4.6
1.0,4.0,2.0,8.714285714285712,7.3,4.09375,7.9750000000000005,5.319999999999999
2.0,1.0,2.0,2.0714285714285716,6.7,3.812499999999999,7.75,
1.0,2.0,2.0,8.92857142857143,7.6,4.09375,8.875,
1.0,1.0,2.0,2.0714285714285716,7.6,,7.9750000000000005,
2.0,4.0,2.0,8.92857142857143,7.3,2.6875,8.649999999999999,1.7200000000000002
2.0,3.0,2.0,8.5,7.0,3.2499999999999996,7.9750000000000005,2.4400000000000004
1.0,2.0,2.0,8.5,5.2,3.2499999999999996,7.5249999999999995,3.52
