sexo,escol,Tam_loc,agg_civic_enforcement_norms,agg_corruption_perception,agg_reporting_behavior_and_barriers,agg_tolerance_of_corrupt_behavior
1.0,3.0,4.0,2.607142857142857,1.2249999999999999,1.9642857142857142,2.125
2.0,3.0,4.0,1.9642857142857144,1.2249999999999999,1.9642857142857142,3.25
2.0,3.0,4.0,2.2857142857142856,1.675,1.9642857142857142,3.25
2.0,4.0,4.0,3.5714285714285716,2.35,1.9642857142857142,2.125
1.0,3.0,4.0,1.6428571428571428,1.675,3.2499999999999996,3.25
2.0,3.0,4.0,1.9642857142857144,2.125,1.9642857142857142,1.0
1.0,4.0,4.0,3.5714285714285716,2.35,1.9642857142857142,5.5
2.0,3.0,4.0,4.857142857142858,1.45,3.2499999999999996,1.0
2.0,3.0,4.0,3.25,1.9,1.9642857142857142,1.0
1.0,3.0,4.0,3.25,1.9,1.9642857142857142,1.0
2.0,2.0,4.0,1.6428571428571428,1.0,1.9642857142857142,3.25
2.0,3.0,4.0,1.6428571428571428,1.675,3.2499999999999996,1.0
1.0,3.0,4.0,1.6428571428571428,,1.9642857142857142,5.5
2.0,2.0,4.0,1.6428571428571428,,1.9642857142857142,5.5
1.0,4.0,4.0,1.9642857142857144,1.0,1.9642857142857142,5.5
1.0,2.0,4.0,2.928571428571429,1.2249999999999999,1.9642857142857142,1.0
1.0,2.0,4.0,4.214285714285714,1.45,3.2499999999999996,1.0
2.0,1.0,4.0,2.2857142857142856,1.675,3.2499999999999996,2.125
1.0,2.0,4.0,2.607142857142857,1.0,3.2499999999999996,2.125
2.0,3.0,4.0,5.178571428571429,,3.2499999999999996,2.125
2.0,4.0,4.0,1.3214285714285714,1.45,1.0,5.5
2.0,5.0,4.0,1.0,2.125,2.2857142857142856,5.5
2.0,3.0,4.0,1.0,1.45,3.2499999999999996,5.5
2.0,2.0,4.0,1.0,1.45,3.2499999999999996,5.5
1.0,3.0,4.0,1.0,1.45,1.9642857142857142,5.5
1.0,3.0,4.0,3.25,1.45,3.2499999999999996,3.25
1.0,3.0,4.0,1.0,1.45,1.9642857142857142,5.5
1.0,1.0,4.0,2.607142857142857,1.0,3.2499999999999996,3.25
2.0,3.0,4.0,3.892857142857143,1.2249999999999999,3.2499999999999996,4.375
2.0,3.0,4.0,2.2857142857142856,1.0,1.9642857142857142,2.125
1.0,2.0,4.0,2.2857142857142856,1.0,1.0,1.0
2.0,2.0,4.0,2.2857142857142856,1.0,1.9642857142857142,4.375
2.0,4.0,4.0,1.9642857142857144,1.0,1.9642857142857142,4.375
1.0,3.0,4.0,1.9642857142857144,1.0,1.9642857142857142,1.0
1.0,2.0,4.0,1.9642857142857144,1.45,1.0,2.125
1.0,4.0,2.0,,3.025,9.678571428571429,2.125
2.0,1.0,2.0,2.2857142857142856,1.45,1.9642857142857142,5.5
1.0,4.0,2.0,2.2857142857142856,2.35,1.9642857142857142,5.5
2.0,3.0,2.0,2.928571428571429,1.45,3.2499999999999996,3.25
1.0,3.0,2.0,3.5714285714285716,1.9,1.9642857142857142,3.25
2.0,5.0,2.0,2.928571428571429,1.45,3.2499999999999996,3.25
1.0,4.0,2.0,3.25,3.025,1.0,5.5
2.0,5.0,2.0,2.2857142857142856,3.025,1.9642857142857142,5.5
2.0,4.0,2.0,5.821428571428572,1.9,2.2857142857142856,5.5
1.0,3.0,2.0,1.9642857142857144,1.9,1.9642857142857142,5.5
2.0,1.0,2.0,3.892857142857143,1.2249999999999999,1.9642857142857142,5.5
2.0,1.0,2.0,1.6428571428571428,1.45,1.9642857142857142,4.375
1.0,5.0,2.0,2.928571428571429,1.9,1.9642857142857142,2.125
2.0,3.0,2.0,1.9642857142857144,1.675,3.2499999999999996,1.0
1.0,1.0,2.0,3.5714285714285716,1.9,1.9642857142857142,3.25
2.0,2.0,2.0,5.178571428571429,1.45,1.9642857142857142,5.5
1.0,2.0,2.0,4.5357142857142865,1.2249999999999999,1.9642857142857142,2.125
2.0,3.0,2.0,3.25,3.25,1.9642857142857142,4.375
1.0,4.0,2.0,3.25,1.45,1.0,1.0
2.0,3.0,2.0,2.928571428571429,1.45,1.0,2.125
1.0,5.0,2.0,1.9642857142857144,1.45,1.0,1.0
2.0,4.0,2.0,2.2857142857142856,1.45,1.9642857142857142,3.25
2.0,1.0,2.0,3.892857142857143,1.2249999999999999,1.9642857142857142,4.375
2.0,1.0,2.0,2.607142857142857,1.675,1.9642857142857142,2.125
2.0,2.0,1.0,2.928571428571429,1.2249999999999999,3.2499999999999996,3.25
1.0,1.0,1.0,1.6428571428571428,1.45,1.0,4.375
1.0,3.0,1.0,2.2857142857142856,1.2249999999999999,1.0,4.375
2.0,2.0,1.0,4.5357142857142865,1.45,1.9642857142857142,5.5
2.0,1.0,1.0,3.5714285714285716,1.45,3.2499999999999996,5.5
1.0,2.0,1.0,2.607142857142857,3.475,3.2499999999999996,5.5
1.0,3.0,1.0,4.5357142857142865,2.8,2.2857142857142856,3.25
1.0,3.0,1.0,6.142857142857143,,3.2499999999999996,4.375
2.0,2.0,1.0,4.857142857142858,1.9,3.2499999999999996,1.0
2.0,3.0,1.0,3.25,3.25,1.0,4.375
2.0,3.0,1.0,1.9642857142857144,1.0,2.2857142857142856,4.375
1.0,2.0,1.0,,1.45,1.9642857142857142,5.5
1.0,2.0,1.0,4.214285714285714,1.9,2.2857142857142856,5.5
2.0,2.0,1.0,2.2857142857142856,1.9,3.2499999999999996,5.5
1.0,2.0,1.0,,1.45,3.2499999999999996,5.5
1.0,5.0,1.0,2.607142857142857,1.0,2.2857142857142856,5.5
1.0,1.0,1.0,4.5357142857142865,1.2249999999999999,1.0,5.5
1.0,1.0,1.0,3.892857142857143,,3.2499999999999996,5.5
1.0,4.0,1.0,4.857142857142858,2.575,1.0,5.5
2.0,2.0,1.0,1.6428571428571428,1.45,3.2499999999999996,4.375
2.0,2.0,1.0,3.5714285714285716,1.45,1.0,5.5
1.0,5.0,1.0,1.6428571428571428,1.9,1.0,2.125
1.0,2.0,1.0,3.25,3.475,1.0,1.0
2.0,4.0,1.0,4.857142857142858,1.2249999999999999,1.0,2.125
1.0,3.0,3.0,4.857142857142858,1.45,1.9642857142857142,2.125
2.0,3.0,3.0,5.821428571428572,1.45,1.0,5.5
2.0,3.0,3.0,4.5357142857142865,1.45,3.2499999999999996,5.5
2.0,2.0,3.0,2.2857142857142856,1.45,2.2857142857142856,2.125
1.0,2.0,3.0,2.607142857142857,2.575,2.2857142857142856,1.0
1.0,3.0,3.0,2.607142857142857,1.2249999999999999,3.2499999999999996,2.125
1.0,2.0,3.0,2.2857142857142856,1.45,1.9642857142857142,1.0
2.0,3.0,3.0,3.25,2.35,2.2857142857142856,2.125
1.0,4.0,3.0,3.892857142857143,1.45,3.2499999999999996,5.5
2.0,5.0,3.0,1.3214285714285714,3.025,3.2499999999999996,3.25
1.0,4.0,3.0,1.3214285714285714,1.675,3.2499999999999996,3.25
1.0,4.0,3.0,1.3214285714285714,,1.9642857142857142,4.375
1.0,4.0,3.0,2.2857142857142856,3.475,1.9642857142857142,2.125
1.0,4.0,3.0,1.9642857142857144,3.025,1.0,2.125
1.0,3.0,3.0,2.607142857142857,1.0,1.9642857142857142,2.125
2.0,2.0,3.0,2.607142857142857,3.025,2.2857142857142856,2.125
2.0,9.0,3.0,,5.7250000000000005,3.2499999999999996,1.0
1.0,2.0,3.0,1.0,1.0,3.2499999999999996,2.125
2.0,4.0,3.0,3.892857142857143,2.35,2.2857142857142856,4.375
2.0,3.0,3.0,4.214285714285714,1.45,3.2499999999999996,5.5
2.0,3.0,3.0,3.25,1.675,3.2499999999999996,3.25
1.0,4.0,3.0,5.821428571428572,1.45,3.2499999999999996,4.375
1.0,3.0,3.0,4.5357142857142865,1.9,3.2499999999999996,4.375
2.0,3.0,3.0,1.3214285714285714,,1.9642857142857142,4.375
2.0,3.0,1.0,1.6428571428571428,1.9,1.9642857142857142,2.125
2.0,3.0,1.0,1.9642857142857144,3.6999999999999997,1.9642857142857142,2.125
1.0,4.0,1.0,2.928571428571429,1.2249999999999999,1.9642857142857142,5.5
2.0,2.0,1.0,3.892857142857143,1.45,1.0,1.0
1.0,3.0,1.0,2.607142857142857,1.45,1.9642857142857142,1.0
2.0,3.0,1.0,2.928571428571429,2.575,1.9642857142857142,5.5
2.0,3.0,1.0,5.5,1.9,7.75,3.25
1.0,5.0,1.0,4.5357142857142865,1.9,1.0,2.125
1.0,4.0,1.0,1.9642857142857144,1.45,2.2857142857142856,5.5
1.0,3.0,1.0,2.607142857142857,1.45,1.0,1.0
2.0,5.0,1.0,4.214285714285714,1.0,2.2857142857142856,4.375
1.0,3.0,1.0,3.892857142857143,2.575,1.9642857142857142,2.125
1.0,4.0,1.0,3.25,1.0,3.2499999999999996,2.125
2.0,3.0,1.0,4.857142857142858,2.125,1.9642857142857142,5.5
2.0,3.0,1.0,3.25,1.2249999999999999,1.0,4.375
2.0,2.0,1.0,4.214285714285714,1.0,2.2857142857142856,5.5
1.0,3.0,1.0,2.928571428571429,1.0,2.2857142857142856,4.375
2.0,4.0,1.0,3.25,1.0,2.2857142857142856,5.5
1.0,3.0,1.0,1.9642857142857144,1.2249999999999999,1.0,4.375
1.0,5.0,1.0,1.3214285714285714,1.45,1.9642857142857142,8.875
1.0,4.0,1.0,,1.45,3.2499999999999996,4.375
1.0,2.0,1.0,1.9642857142857144,1.2249999999999999,1.0,2.125
2.0,3.0,1.0,4.5357142857142865,1.9,2.2857142857142856,3.25
2.0,4.0,1.0,4.857142857142858,1.675,2.2857142857142856,5.5
1.0,1.0,1.0,3.892857142857143,1.45,2.2857142857142856,5.5
2.0,5.0,1.0,2.607142857142857,1.2249999999999999,1.0,5.5
1.0,5.0,1.0,2.928571428571429,1.45,1.9642857142857142,1.0
1.0,5.0,1.0,1.6428571428571428,1.9,3.2499999999999996,2.125
2.0,5.0,1.0,4.214285714285714,1.9,3.2499999999999996,5.5
1.0,5.0,1.0,3.25,1.9,3.2499999999999996,4.375
2.0,5.0,1.0,2.928571428571429,1.45,3.2499999999999996,5.5
2.0,5.0,1.0,,1.45,1.9642857142857142,5.5
2.0,5.0,1.0,4.857142857142858,1.45,1.9642857142857142,5.5
1.0,5.0,1.0,5.5,3.025,1.0,5.5
2.0,5.0,1.0,3.5714285714285716,1.45,3.2499999999999996,3.25
1.0,3.0,1.0,4.5357142857142865,1.45,2.2857142857142856,5.5
1.0,5.0,1.0,3.25,1.45,1.0,5.5
1.0,5.0,1.0,1.6428571428571428,1.45,3.2499999999999996,5.5
2.0,5.0,1.0,3.25,1.45,2.2857142857142856,5.5
1.0,5.0,1.0,4.857142857142858,4.6,2.2857142857142856,1.0
1.0,5.0,1.0,6.464285714285715,1.45,3.2499999999999996,1.0
2.0,3.0,1.0,5.821428571428572,4.6,3.2499999999999996,1.0
2.0,5.0,1.0,3.5714285714285716,1.675,3.2499999999999996,3.25
1.0,5.0,1.0,2.928571428571429,1.9,1.9642857142857142,2.125
1.0,5.0,1.0,3.5714285714285716,1.675,1.9642857142857142,3.25
1.0,5.0,1.0,,1.45,3.2499999999999996,6.625
2.0,4.0,1.0,,2.8,3.2499999999999996,5.5
1.0,5.0,1.0,,1.45,1.9642857142857142,5.5
2.0,3.0,4.0,3.25,1.2249999999999999,1.9642857142857142,2.125
1.0,1.0,4.0,1.0,1.9,1.9642857142857142,1.0
2.0,3.0,4.0,1.9642857142857144,1.9,2.2857142857142856,1.0
1.0,3.0,4.0,6.464285714285715,2.8,2.2857142857142856,5.5
2.0,3.0,4.0,6.785714285714286,,1.0,5.5
2.0,2.0,4.0,9.035714285714286,4.15,1.0,4.375
1.0,3.0,4.0,6.464285714285715,2.8,2.2857142857142856,5.5
2.0,3.0,4.0,7.107142857142857,1.2249999999999999,1.0,5.5
2.0,2.0,4.0,7.750000000000001,4.15,2.2857142857142856,4.375
2.0,2.0,4.0,8.071428571428573,4.15,2.2857142857142856,4.375
1.0,3.0,4.0,1.9642857142857144,1.9,1.0,5.5
2.0,4.0,4.0,2.2857142857142856,2.125,1.0,5.5
1.0,3.0,1.0,5.178571428571429,3.025,1.9642857142857142,1.0
1.0,3.0,1.0,4.5357142857142865,1.0,1.9642857142857142,3.25
1.0,3.0,1.0,2.928571428571429,1.675,1.9642857142857142,5.5
1.0,3.0,1.0,3.25,1.45,3.2499999999999996,2.125
1.0,4.0,1.0,3.25,1.0,1.9642857142857142,5.5
2.0,3.0,1.0,3.5714285714285716,1.675,1.9642857142857142,5.5
2.0,3.0,1.0,2.928571428571429,1.0,1.9642857142857142,5.5
1.0,4.0,1.0,5.178571428571429,1.0,1.9642857142857142,1.0
1.0,3.0,1.0,6.785714285714286,1.675,1.0,5.5
1.0,3.0,1.0,5.178571428571429,1.0,1.9642857142857142,5.5
1.0,3.0,1.0,5.5,1.45,1.9642857142857142,5.5
1.0,4.0,1.0,4.5357142857142865,1.45,1.0,5.5
1.0,3.0,1.0,2.607142857142857,1.45,1.9642857142857142,3.25
2.0,3.0,1.0,4.214285714285714,3.025,1.9642857142857142,2.125
1.0,1.0,1.0,,1.0,1.0,2.125
2.0,4.0,1.0,3.892857142857143,1.45,1.0,1.0
1.0,4.0,1.0,3.892857142857143,2.575,1.0,2.125
1.0,5.0,1.0,3.25,2.8,1.0,5.5
1.0,3.0,1.0,2.607142857142857,3.025,1.9642857142857142,4.375
2.0,4.0,1.0,4.5357142857142865,2.575,1.9642857142857142,5.5
2.0,3.0,1.0,1.6428571428571428,1.45,1.9642857142857142,5.5
1.0,1.0,1.0,,1.675,1.0,5.5
1.0,1.0,1.0,3.5714285714285716,1.675,1.0,1.0
2.0,9.0,1.0,2.928571428571429,5.05,1.0,1.0
1.0,4.0,1.0,1.6428571428571428,1.45,2.2857142857142856,1.0
2.0,5.0,1.0,1.9642857142857144,1.9,3.2499999999999996,1.0
1.0,3.0,1.0,1.9642857142857144,1.45,3.2499999999999996,1.0
1.0,4.0,1.0,4.857142857142858,1.45,1.9642857142857142,2.125
2.0,5.0,1.0,5.178571428571429,1.45,1.9642857142857142,2.125
1.0,4.0,1.0,3.5714285714285716,1.45,1.9642857142857142,2.125
1.0,4.0,1.0,3.25,1.45,3.2499999999999996,2.125
2.0,4.0,1.0,2.607142857142857,1.0,2.2857142857142856,2.125
1.0,3.0,1.0,1.9642857142857144,3.025,3.2499999999999996,2.125
1.0,3.0,1.0,1.6428571428571428,1.45,1.9642857142857142,4.375
2.0,4.0,1.0,3.892857142857143,1.45,3.2499999999999996,5.5
1.0,4.0,1.0,2.607142857142857,1.0,3.2499999999999996,5.5
2.0,1.0,1.0,3.892857142857143,1.45,1.9642857142857142,2.125
1.0,3.0,1.0,3.892857142857143,1.9,3.2499999999999996,5.5
2.0,3.0,1.0,2.928571428571429,1.9,1.0,5.5
1.0,1.0,1.0,2.607142857142857,3.025,1.9642857142857142,2.125
1.0,1.0,1.0,2.928571428571429,1.45,1.9642857142857142,2.125
1.0,3.0,1.0,1.3214285714285714,1.2249999999999999,3.2499999999999996,1.0
2.0,3.0,1.0,2.607142857142857,1.675,1.9642857142857142,1.0
2.0,3.0,1.0,3.892857142857143,1.45,1.9642857142857142,1.0
2.0,3.0,1.0,3.5714285714285716,2.125,1.9642857142857142,5.5
2.0,1.0,1.0,3.892857142857143,1.675,1.0,5.5
2.0,2.0,1.0,,2.575,1.9642857142857142,5.5
1.0,3.0,1.0,2.928571428571429,1.0,1.9642857142857142,5.5
1.0,2.0,3.0,3.5714285714285716,1.45,2.2857142857142856,5.5
2.0,3.0,3.0,2.2857142857142856,3.025,2.2857142857142856,5.5
1.0,3.0,3.0,2.928571428571429,1.45,2.2857142857142856,3.25
2.0,1.0,3.0,,3.25,2.2857142857142856,2.125
1.0,3.0,3.0,1.9642857142857144,2.125,2.2857142857142856,2.125
2.0,4.0,3.0,2.2857142857142856,1.0,2.2857142857142856,1.0
1.0,4.0,3.0,2.607142857142857,3.475,1.9642857142857142,5.5
2.0,4.0,3.0,6.142857142857143,3.025,1.0,3.25
2.0,5.0,3.0,4.214285714285714,1.9,1.9642857142857142,5.5
1.0,3.0,3.0,2.928571428571429,1.675,1.9642857142857142,5.5
1.0,1.0,3.0,2.928571428571429,1.45,1.9642857142857142,5.5
2.0,4.0,3.0,1.3214285714285714,1.45,1.0,5.5
2.0,1.0,3.0,2.928571428571429,3.6999999999999997,1.9642857142857142,5.5
2.0,5.0,3.0,3.25,1.9,3.2499999999999996,5.5
1.0,3.0,3.0,,4.15,2.2857142857142856,5.5
2.0,3.0,3.0,5.5,1.9,1.0,5.5
1.0,3.0,3.0,5.821428571428572,1.9,2.2857142857142856,5.5
2.0,3.0,3.0,,2.35,3.2499999999999996,5.5
1.0,4.0,3.0,4.214285714285714,2.8,3.2499999999999996,2.125
2.0,4.0,3.0,,3.475,1.9642857142857142,1.0
1.0,3.0,3.0,3.892857142857143,4.15,2.2857142857142856,2.125
1.0,3.0,3.0,1.6428571428571428,1.0,1.9642857142857142,2.125
2.0,1.0,3.0,4.857142857142858,3.475,1.9642857142857142,3.25
2.0,1.0,3.0,3.892857142857143,3.9250000000000003,3.2499999999999996,8.875
2.0,3.0,2.0,3.5714285714285716,,3.2499999999999996,3.25
2.0,3.0,2.0,4.214285714285714,,3.2499999999999996,3.25
1.0,4.0,2.0,3.892857142857143,,3.2499999999999996,3.25
2.0,2.0,2.0,1.9642857142857144,1.9,3.2499999999999996,4.375
1.0,2.0,2.0,2.607142857142857,1.0,1.9642857142857142,5.5
2.0,3.0,2.0,6.464285714285715,1.9,1.0,3.25
2.0,1.0,2.0,7.750000000000001,1.0,1.9642857142857142,8.875
1.0,3.0,2.0,10.0,,7.428571428571428,1.0
1.0,2.0,2.0,2.928571428571429,1.0,1.0,2.125
2.0,1.0,2.0,,3.025,1.9642857142857142,3.25
1.0,3.0,2.0,,1.9,1.0,1.0
2.0,4.0,2.0,3.25,1.0,3.2499999999999996,4.375
2.0,3.0,2.0,2.2857142857142856,1.45,3.2499999999999996,2.125
1.0,1.0,2.0,3.5714285714285716,,3.2499999999999996,1.0
2.0,3.0,2.0,4.5357142857142865,1.45,3.2499999999999996,3.25
1.0,2.0,2.0,2.2857142857142856,3.025,1.9642857142857142,3.25
2.0,3.0,2.0,3.5714285714285716,1.2249999999999999,3.2499999999999996,5.5
1.0,2.0,2.0,9.035714285714286,1.45,1.0,1.0
2.0,4.0,2.0,2.2857142857142856,1.45,1.0,3.25
2.0,1.0,2.0,,3.025,1.9642857142857142,4.375
1.0,3.0,2.0,1.9642857142857144,3.9250000000000003,1.0,2.125
1.0,3.0,2.0,1.9642857142857144,1.2249999999999999,1.9642857142857142,3.25
2.0,2.0,2.0,1.9642857142857144,1.45,3.2499999999999996,5.5
1.0,4.0,2.0,2.2857142857142856,,3.2499999999999996,5.5
1.0,3.0,4.0,3.892857142857143,1.45,1.0,3.25
2.0,3.0,4.0,1.9642857142857144,1.45,1.9642857142857142,2.125
1.0,4.0,4.0,1.0,1.675,1.9642857142857142,2.125
1.0,4.0,4.0,2.607142857142857,1.9,3.2499999999999996,5.5
2.0,4.0,4.0,2.928571428571429,1.675,3.2499999999999996,5.5
2.0,3.0,4.0,3.25,3.025,3.2499999999999996,5.5
2.0,3.0,4.0,4.214285714285714,1.45,1.9642857142857142,3.25
1.0,1.0,4.0,4.5357142857142865,1.9,1.9642857142857142,1.0
2.0,5.0,4.0,2.928571428571429,4.6,1.9642857142857142,1.0
1.0,2.0,4.0,4.5357142857142865,3.025,7.428571428571428,5.5
2.0,2.0,4.0,4.5357142857142865,2.575,7.75,5.5
1.0,3.0,4.0,3.892857142857143,1.45,1.9642857142857142,3.25
1.0,1.0,1.0,3.892857142857143,1.0,1.0,1.0
1.0,3.0,1.0,2.928571428571429,1.675,1.9642857142857142,1.0
2.0,4.0,1.0,3.25,1.675,1.9642857142857142,5.5
1.0,5.0,1.0,2.928571428571429,1.675,2.2857142857142856,5.5
1.0,4.0,1.0,,4.375,1.0,4.375
2.0,3.0,1.0,5.821428571428572,2.575,1.9642857142857142,4.375
2.0,3.0,1.0,3.5714285714285716,1.2249999999999999,1.9642857142857142,5.5
2.0,3.0,1.0,5.178571428571429,1.45,1.9642857142857142,4.375
2.0,4.0,1.0,4.214285714285714,1.45,1.0,5.5
1.0,3.0,1.0,3.892857142857143,1.45,3.2499999999999996,5.5
2.0,4.0,1.0,3.892857142857143,1.675,1.0,5.5
2.0,3.0,1.0,3.25,1.45,1.9642857142857142,5.5
1.0,3.0,1.0,2.928571428571429,1.45,3.2499999999999996,2.125
2.0,4.0,1.0,3.25,1.45,2.2857142857142856,5.5
2.0,3.0,1.0,2.2857142857142856,1.2249999999999999,3.2499999999999996,5.5
1.0,2.0,1.0,2.607142857142857,1.45,3.2499999999999996,5.5
2.0,4.0,1.0,4.857142857142858,1.0,1.9642857142857142,4.375
1.0,3.0,1.0,4.5357142857142865,1.2249999999999999,3.2499999999999996,3.25
2.0,3.0,1.0,5.5,1.45,3.2499999999999996,4.375
1.0,2.0,1.0,3.892857142857143,1.2249999999999999,1.9642857142857142,4.375
1.0,1.0,1.0,3.892857142857143,1.2249999999999999,1.9642857142857142,5.5
1.0,4.0,1.0,1.6428571428571428,1.45,1.0,5.5
2.0,3.0,1.0,4.214285714285714,1.0,3.2499999999999996,5.5
1.0,4.0,1.0,1.0,1.45,1.0,5.5
2.0,4.0,3.0,4.5357142857142865,1.9,1.9642857142857142,5.5
1.0,1.0,3.0,3.5714285714285716,1.675,1.9642857142857142,2.125
1.0,1.0,3.0,4.5357142857142865,1.45,3.2499999999999996,5.5
1.0,3.0,3.0,2.928571428571429,1.9,9.678571428571429,2.125
